who,origin_lat,origin_lng,destination_lat,destination_lng,age,gender,index,count,lng,lat,id,cluster,ori_cluster,dest_cluster,fnid_o,fnid_d,similarity
70629578,22.48760698,113.9106172,22.49161297,113.9248359,7,1,2421,15,113.91772655,22.489609975,570,397,167,321,6492.0,6854.0,0.0061027272741740034
77260727,22.48760698,113.9106172,22.49161297,113.9248359,7,2,2421,15,113.91772655,22.489609975,570,397,168,322,6492.0,6854.0,0.0061027272741740034
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9285477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
9643477,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
13987704,22.48688912,113.9095947,22.49161297,113.9248359,7,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
25333177,22.48688912,113.9095947,22.49161297,113.9248359,6,2,2201,16,113.9172153,22.489251045,531,397,166,322,6134.0,6854.0,0.0017917628339095223
27370900,22.48688912,113.9095947,22.49161297,113.9248359,7,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
42096275,22.48688912,113.9095947,22.49161297,113.9248359,6,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
52714797,22.48688912,113.9095947,22.49161297,113.9248359,5,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
72567738,22.48688912,113.9095947,22.49161297,113.9248359,6,2,2201,16,113.9172153,22.489251045,531,397,166,322,6134.0,6854.0,0.0017917628339095223
75929166,22.48688912,113.9095947,22.49161297,113.9248359,11,1,2201,16,113.9172153,22.489251045,531,397,165,321,6134.0,6854.0,0.0017917628339095223
10763546,22.48688912,113.9095947,22.49214644,113.9255994,6,1,2203,3,113.91759705,22.48951778,6785,397,165,321,6134.0,7212.0,0.0004926196878489246
52698399,22.48688912,113.9095947,22.49214644,113.9255994,5,1,2203,3,113.91759705,22.48951778,6785,397,165,321,6134.0,7212.0,0.0004926196878489246
62203209,22.48688912,113.9095947,22.49214644,113.9255994,10,2,2203,3,113.91759705,22.48951778,6785,397,166,322,6134.0,7212.0,0.0004926196878489246
11117967,22.48760698,113.9106172,22.49104785,113.9254487,6,1,2415,7,113.91803295,22.489327415,1989,397,167,321,6492.0,6855.0,0.0022818642187506046
25464548,22.48760698,113.9106172,22.49104785,113.9254487,5,1,2415,7,113.91803295,22.489327415,1989,397,167,321,6492.0,6855.0,0.0022818642187506046
32188464,22.48760698,113.9106172,22.49104785,113.9254487,7,1,2415,7,113.91803295,22.489327415,1989,397,167,321,6492.0,6855.0,0.0022818642187506046
35504686,22.48760698,113.9106172,22.49104785,113.9254487,11,1,2415,7,113.91803295,22.489327415,1989,397,167,321,6492.0,6855.0,0.0022818642187506046
58606196,22.48760698,113.9106172,22.49104785,113.9254487,9,1,2415,7,113.91803295,22.489327415,1989,397,167,321,6492.0,6855.0,0.0022818642187506046
68016541,22.48760698,113.9106172,22.49104785,113.9254487,10,2,2415,7,113.91803295,22.489327415,1989,397,168,322,6492.0,6855.0,0.0022818642187506046
68016541,22.48760698,113.9106172,22.49104785,113.9254487,10,2,2415,7,113.91803295,22.489327415,1989,397,168,322,6492.0,6855.0,0.0022818642187506046
